,bus_name
2976,BURLESON 7 2
2977,KENNEDALE 5 1
2978,BURLESON 8 1
2979,BURLESON 9 1
2980,BURLESON 10 1
2981,KELLER 12 1
2982,KELLER 12 2
2983,FORT WORTH 18 1
2984,NAVAL AIR STATION_ JRB 3 1
2985,NAVAL AIR STATION_ JRB 3 2
2986,NAVAL AIR STATION_ JRB 4 1
2987,NAVAL AIR STATION_ JRB 5 1
2988,NAVAL AIR STATION_ JRB 5 2
2989,NAVAL AIR STATION_ JRB 5 3
2990,NAVAL AIR STATION_ JRB 5 4
2991,KELLER 13 1
2992,KELLER 13 2
2993,KELLER 13 3
2994,KELLER 13 4
2995,FORT WORTH 19 1
2996,FORT WORTH 19 2
2997,FORT WORTH 20 1
2998,FORT WORTH 20 2
2999,NAVAL AIR STATION_ JRB 6 1
3000,NAVAL AIR STATION_ JRB 7 1
3001,NAVAL AIR STATION_ JRB 8 1
3002,NAVAL AIR STATION_ JRB 9 1
3003,NAVAL AIR STATION_ JRB 10 1
3004,NAVAL AIR STATION_ JRB 11 1
3005,CROWLEY 3 1
3006,CROWLEY 3 2
3007,CROWLEY 3 3
3008,CROWLEY 3 4
3009,NAVAL AIR STATION_ JRB 12 1
3010,NAVAL AIR STATION_ JRB 12 2
3011,NAVAL AIR STATION_ JRB 13 1
3012,NAVAL AIR STATION_ JRB 14 1
3013,CROWLEY 4 1
3014,NAVAL AIR STATION_ JRB 15 1
3015,NAVAL AIR STATION_ JRB 15 2
3016,NAVAL AIR STATION_ JRB 16 1
3017,NAVAL AIR STATION_ JRB 17 1
3018,SOUTHLAKE 1 1
3019,ROANOKE 3 1
3020,ROANOKE 4 1
3021,COLLEYVILLE 1 1
3022,SOUTHLAKE 2 1
3023,SOUTHLAKE 2 2
3024,COLLEYVILLE 2 1
3025,ROANOKE 5 1
3026,ROANOKE 5 2
3027,CROWLEY 5 1
3028,CROWLEY 6 1
3029,BURLESON 11 1
3030,BURLESON 11 2
3031,BURLESON 11 3
3032,BURLESON 11 4
3033,FORT WORTH 21 1
3034,CROWLEY 7 1
3035,FORT WORTH 22 1
3036,FORT WORTH 22 2
3037,KENNEDALE 6 1
3038,CROWLEY 8 1
3039,KENNEDALE 7 1
3040,KENNEDALE 7 2
3041,KENNEDALE 7 3
3042,CROWLEY 9 1
3043,CROWLEY 9 2
3044,CROWLEY 10 1
3045,CROWLEY 10 2
3046,CROWLEY 11 1
3047,DENTON 1 1
3048,WICHITA FALLS 4 1
3049,SHEPPARD AFB 2 1
3050,WICHITA FALLS 5 1
3051,SHEPPARD AFB 3 1
3052,WICHITA FALLS 6 1
3053,BURKBURNETT 2 1
3054,IOWA PARK 3 1
3055,SHEPPARD AFB 4 1
3056,IOWA PARK 4 1
3057,WICHITA FALLS 7 1
3058,WICHITA FALLS 8 1
3059,WICHITA FALLS 9 1
3060,WICHITA FALLS 10 1
3061,HARROLD 2 1
3062,HOLLIDAY 2 1
3063,WHITNEY 2 1
3064,WHITNEY 3 1
3065,MINERAL WELLS 3 1
3066,MINERAL WELLS 3 2
3067,WEATHERFORD 4 1
3068,WEATHERFORD 4 2
3069,MINERAL WELLS 4 1
3070,ALEDO 3 1
3071,RAINBOW 2 1
3072,WEATHERFORD 5 1
3073,STEPHENVILLE 5 1
3074,STEPHENVILLE 5 2
3075,MINERAL WELLS 5 1
3076,GLEN ROSE 2 1
3077,GRANBURY 2 1
3078,MINERAL WELLS 6 1
3079,STEPHENVILLE 6 1
3080,GRANBURY 3 1
3081,STEPHENVILLE 7 1
3082,SPRINGTOWN 4 1
3083,GRAFORD 3 1
3084,MINGUS 3 1
3085,GRAFORD 4 1
3086,MINERAL WELLS 7 1
3087,MILLSAP 6 1
3088,MILLSAP 7 1
3089,WEATHERFORD 6 1
3090,ALEDO 4 1
3091,CRESSON 4 1
3092,GRANBURY 4 1
3093,AZLE 3 1
3094,AZLE 4 1
3095,AZLE 5 1
3096,AZLE 6 1
3097,ALEDO 5 1
3098,ALEDO 6 1
3099,ALEDO 7 1
3100,CRESSON 5 1
3101,LIPAN 2 1
3102,GRANBURY 5 1
3103,GRANBURY 6 1
3104,GRANBURY 7 1
3105,GRANBURY 8 1
3106,TOLAR 2 1
3107,GRANBURY 9 1
3108,RAINBOW 3 1
3109,GLEN ROSE 3 1
3110,WEATHERFORD 7 1
3111,WEATHERFORD 8 1
3112,AZLE 7 1
3113,GLEN ROSE 4 1
3114,DECATUR 4 1
3115,BRIDGEPORT 2 1
3116,BOYD 3 1
3117,NEWARK 4 1
3118,RHOME 3 1
3119,HASLET 3 1
3120,CHICO 4 1
3121,BRIDGEPORT 3 1
3122,MUENSTER 4 1
3123,ALVORD 2 1
3124,GRAHAM 3 1
3125,GRAHAM 3 2
3126,GRAHAM 3 3
3127,GRAHAM 3 4
3128,KENNEDALE 8 1
3129,KENNEDALE 8 2
3130,KENNEDALE 8 3
3131,KENNEDALE 8 4
3132,GORDON 3 1
3133,GORDON 3 2
3134,GORDON 3 3
3135,GORDON 3 4
3136,GORDON 3 5
3137,GORDON 3 6
3138,GLEN ROSE 5 1
3139,GLEN ROSE 5 2
3140,GLEN ROSE 5 3
3141,GRANBURY 10 1
3142,GRANBURY 10 2
3143,GRANBURY 10 3
3144,GRANBURY 10 4
3145,GRANBURY 10 5
3146,GRANBURY 10 6
3147,WICHITA FALLS 11 1
3148,WICHITA FALLS 11 2
3149,WICHITA FALLS 11 3
3150,WICHITA FALLS 11 4
3151,WICHITA FALLS 11 5
3152,WICHITA FALLS 11 6
3153,SHEPPARD AFB 5 1
3154,SHEPPARD AFB 5 2
3155,SHEPPARD AFB 5 3
3156,SHEPPARD AFB 5 4
3157,SHEPPARD AFB 5 5
3158,JOSHUA 7 1
3159,JOSHUA 7 2
3160,JOSHUA 7 3
3161,JOSHUA 7 4
3162,BRIDGEPORT 4 1
3163,BRIDGEPORT 4 2
3164,BRIDGEPORT 4 3
3165,BRIDGEPORT 4 4
3166,BRIDGEPORT 4 5
3167,BRIDGEPORT 4 6
3168,BRIDGEPORT 4 7
3169,BRIDGEPORT 4 8
3170,BRIDGEPORT 4 9
3171,BRIDGEPORT 4 10
3172,BRIDGEPORT 4 11
3173,RAINBOW 4 1
3174,RAINBOW 4 2
3175,RAINBOW 4 3
3176,RAINBOW 4 4
3177,PERRIN 2 1
3178,PERRIN 2 2
3179,PERRIN 2 3
3180,PERRIN 2 4
3181,PERRIN 2 5
3182,PERRIN 2 6
3183,PERRIN 2 7
3184,PERRIN 2 8
3185,POOLVILLE 2 1
3186,POOLVILLE 2 2
3187,POOLVILLE 2 3
3188,POOLVILLE 2 4
3189,DESDEMONA 3 1
3190,DESDEMONA 3 2
3191,ALEDO 8 1
3192,ALEDO 8 2
3193,BRYSON 1 1
3194,BRYSON 1 2
3195,OLNEY 2 1
3196,OLNEY 2 2
3197,OLNEY 2 3
3198,WINDTHORST 2 1
3199,WINDTHORST 2 2
3200,WINDTHORST 2 3
3201,BRYSON 2 1
3202,BRYSON 2 2
3203,BRYSON 2 3
3204,MUENSTER 5 1
3205,MUENSTER 5 2
3206,ODELL 1 1
3207,ODELL 1 2
3208,JACKSBORO 3 1
3209,JACKSBORO 3 2
3210,WINDTHORST 3 1
3211,WINDTHORST 3 2
3212,WINDTHORST 3 3
3213,WINDTHORST 4 1
3214,WINDTHORST 4 2
3215,SEYMOUR 3 1
3216,SEYMOUR 3 2
3217,RAINBOW 5 1
3218,RAINBOW 5 2
3219,RAINBOW 5 3
3220,RAINBOW 5 4
3221,RAINBOW 5 5
3222,OKLAUNION 2 1
3223,OKLAUNION 2 2
3224,OKLAUNION 2 3
3225,MUENSTER 6 1
3226,MUENSTER 6 2
3227,MUENSTER 6 3
3228,MINGUS 4 1
3229,MINGUS 4 2
3230,MINGUS 4 3
3231,KENNEDALE 9 1
3232,KENNEDALE 9 2
3233,WALNUT SPRINGS 3 1
3234,WALNUT SPRINGS 3 2
3235,DENTON 2 1
3236,DENTON 2 2
3237,DENTON 2 3
3238,DENTON 2 4
3239,DENTON 2 5
3240,DENTON 2 6
3241,DENTON 2 7
3242,DENTON 2 8
3243,DENTON 2 9
3244,SEYMOUR 4 1
3245,SEYMOUR 4 2
3246,VERNON 2 1
3247,VERNON 2 2
3248,VERNON 2 3
3249,BLUM 2 1
3250,BLUM 2 2
3251,OAKVILLE 1 1
3252,OAKVILLE 2 1
3253,ENCINO 1 1
3254,ARMSTRONG 1 1
3255,SAN DIEGO 1 1
3256,SANDIA 1 1
3257,SANDIA 2 1
3258,FALFURRIAS 1 1
3259,PORT ARANSAS 1 1
3260,ODEM 1 1
3261,ARANSAS PASS 1 1
3262,DRISCOLL 1 1
3263,ROBSTOWN 1 1
3264,ORANGE GROVE 1 1
3265,SINTON 1 1
3266,TAFT 1 1
3267,AGUA DULCE 1 1
3268,ARANSAS PASS 2 1
3269,CORPUS CHRISTI 1 1
3270,CORPUS CHRISTI 2 1
3271,SKIDMORE 1 1
3272,FULTON 1 1
3273,TYNAN 1 1
3274,ORANGE GROVE 2 1
3275,MATHIS 1 1
3276,MATHIS 2 1
3277,ORANGE GROVE 3 1
3278,ALICE 1 1
3279,ALICE 2 1
3280,ODEM 2 1
3281,EDROY 1 1
3282,BANQUETE 1 1
3283,SKIDMORE 2 1
3284,SINTON 2 1
3285,BAYSIDE 1 1
3286,TAFT 2 1
3287,ROBSTOWN 2 1
3288,PORTLAND 1 1
3289,ROBSTOWN 3 1
3290,BEN BOLT 1 1
3291,PREMONT 1 1
3292,BEN BOLT 2 1
3293,KINGSVILLE 1 1
3294,KINGSVILLE 2 1
3295,SARITA 1 1
3296,RIVIERA 1 1
3297,BISHOP 1 1
3298,RIVIERA 2 1
3299,AGUA DULCE 2 1
3300,RIVIERA 3 1
3301,GREGORY 1 1
3302,ARANSAS PASS 3 1
3303,PREMONT 2 1
3304,PREMONT 3 1
3305,SANDIA 3 1
3306,TYNAN 2 1
3307,CORPUS CHRISTI 3 1
3308,CORPUS CHRISTI 4 1
3309,BISHOP 2 1
3310,CORPUS CHRISTI 5 1
3311,ALICE 3 1
3312,BAYSIDE 2 1
3313,CORPUS CHRISTI 6 1
3314,RIVIERA 4 1
3315,WOODSBORO 1 1
3316,INGLESIDE 1 1
3317,GOLIAD 1 1
3318,WEESATCHE 1 1
3319,MEYERSVILLE 1 1
3320,NORMANNA 1 1
3321,MINERAL 1 1
3322,BEEVILLE 1 1
3323,NORMANNA 2 1
3324,RUNGE 4 1
3325,GOLIAD 2 1
3326,MEYERSVILLE 2 1
3327,FANNIN 1 1
3328,TULETA 1 1
3329,WOODSBORO 2 1
3330,BEEVILLE 2 1
3331,BEEVILLE 2 2
3332,PETTUS 1 1
3333,BEEVILLE 3 1
3334,BERCLAIR 1 1
3335,BERCLAIR 2 1
3336,GOLIAD 3 1
3337,GOLIAD 4 1
3338,WEESATCHE 2 1
3339,SKIDMORE 3 1
3340,FANNIN 2 1
3341,ALICE 4 1
3342,ALICE 5 1
3343,ALICE 5 2
3344,BISHOP 3 1
3345,MATHIS 3 1
3346,ORANGE GROVE 4 1
3347,KINGSVILLE 3 1
3348,KINGSVILLE 4 1
3349,ROBSTOWN 4 1
3350,NURSERY 1 1
3351,VANDERBILT 1 1
3352,LOLITA 1 1
3353,VANDERBILT 2 1
3354,PORT LAVACA 1 1
3355,NURSERY 2 1
3356,VICTORIA 1 1
3357,FANNIN 3 1
3358,TIVOLI 1 1
3359,AUSTWELL 1 1
3360,ROCKPORT 1 1
3361,INEZ 1 1
3362,TELFERNER 1 1
3363,VICTORIA 2 1
3364,TELFERNER 2 1
3365,BLOOMINGTON 1 1
3366,INEZ 2 1
3367,BLOOMINGTON 2 1
3368,PLACEDO 1 1
3369,PORT LAVACA 2 1
3370,POINT COMFORT 1 1
3371,MCFADDIN 1 1
3372,SEADRIFT 1 1
3373,PORT LAVACA 3 1
3374,PORT LAVACA 4 1
3375,PORT O CONNOR 1 1
3376,REFUGIO 1 1
3377,EDNA 4 1
3378,LA SALLE 1 1
3379,REFUGIO 2 1
3380,PLACEDO 2 1
3381,FANNIN 4 1
3382,AUSTWELL 2 1
3383,INEZ 3 1
3384,AUSTWELL 3 1
3385,FANNIN 5 1
3386,PORT O CONNOR 2 1
3387,TIVOLI 2 1
3388,CORPUS CHRISTI 7 1
3389,CORPUS CHRISTI 8 1
3390,CORPUS CHRISTI 8 2
3391,CORPUS CHRISTI 9 1
3392,CORPUS CHRISTI 10 1
3393,CORPUS CHRISTI 11 1
3394,CORPUS CHRISTI 12 1
3395,ODEM 3 1
3396,ROBSTOWN 5 1
3397,CORPUS CHRISTI 13 1
3398,CORPUS CHRISTI 14 1
3399,CORPUS CHRISTI 15 1
3400,CORPUS CHRISTI 16 1
3401,CORPUS CHRISTI 17 1
3402,CORPUS CHRISTI 18 1
3403,CORPUS CHRISTI 19 1
3404,CORPUS CHRISTI 20 1
3405,PORT ARANSAS 2 1
3406,CORPUS CHRISTI 21 1
3407,CORPUS CHRISTI 22 1
3408,CORPUS CHRISTI 23 1
3409,CORPUS CHRISTI 24 1
3410,CORPUS CHRISTI 25 1
3411,CORPUS CHRISTI 26 1
3412,ROBSTOWN 6 1
3413,ODEM 4 1
3414,EDNA 5 1
3415,TIVOLI 3 1
3416,POINT COMFORT 2 1
3417,PORT LAVACA 5 1
3418,VICTORIA 3 1
3419,POINT COMFORT 3 1
3420,VICTORIA 4 1
3421,VICTORIA 5 1
3422,VICTORIA 6 1
3423,VICTORIA 7 1
3424,VICTORIA 8 1
3425,POINT COMFORT 4 1
3426,VICTORIA 9 1
3427,BEEVILLE 4 1
3428,BEEVILLE 5 1
3429,INGLESIDE 2 1
3430,PORTLAND 2 1
3431,WOODSBORO 3 1
3432,SINTON 3 1
3433,FULTON 2 1
3434,FULTON 3 1
3435,INGLESIDE 3 1
3436,ARANSAS PASS 4 1
3437,GREGORY 2 1
3438,CORPUS CHRISTI 27 1
3439,CORPUS CHRISTI 27 2
3440,CORPUS CHRISTI 27 3
3441,CORPUS CHRISTI 27 4
3442,VICTORIA 10 1
3443,VICTORIA 10 2
3444,VICTORIA 10 3
3445,VICTORIA 10 4
3446,NURSERY 3 1
3447,NURSERY 3 2
3448,NURSERY 3 3
3449,NURSERY 3 4
3450,NURSERY 3 5
3451,NURSERY 3 6
3452,NURSERY 3 7
3453,CORPUS CHRISTI 28 1
3454,CORPUS CHRISTI 28 2
3455,CORPUS CHRISTI 28 3
3456,CORPUS CHRISTI 28 4
3457,CORPUS CHRISTI 28 5
3458,CORPUS CHRISTI 28 6
3459,FANNIN 6 1
3460,FANNIN 6 2
3461,TIVOLI 4 1
3462,TIVOLI 4 2
3463,BISHOP 4 1
3464,BISHOP 4 2
3465,POINT COMFORT 5 1
3466,POINT COMFORT 5 2
3467,POINT COMFORT 5 3
3468,POINT COMFORT 5 4
3469,POINT COMFORT 5 5
3470,POINT COMFORT 5 6
3471,POINT COMFORT 5 7
3472,POINT COMFORT 5 8
3473,POINT COMFORT 5 9
3474,POINT COMFORT 5 10
3475,BLOOMINGTON 3 1
3476,BLOOMINGTON 3 2
3477,CORPUS CHRISTI 29 1
3478,CORPUS CHRISTI 29 2
3479,CORPUS CHRISTI 30 1
3480,CORPUS CHRISTI 30 2
3481,CORPUS CHRISTI 30 3
3482,CORPUS CHRISTI 30 4
3483,CORPUS CHRISTI 30 5
3484,TIVOLI 5 1
3485,TIVOLI 5 2
3486,TIVOLI 5 3
3487,TIVOLI 5 4
3488,TIVOLI 5 5
3489,TIVOLI 5 6
3490,TIVOLI 5 7
3491,BLOOMINGTON 4 1
3492,BLOOMINGTON 4 2
3493,BLOOMINGTON 4 3
3494,BLOOMINGTON 4 4
3495,ODEM 5 1
3496,ODEM 5 2
3497,GREGORY 3 1
3498,GREGORY 3 2
3499,GREGORY 3 3
3500,GREGORY 3 4
3501,GREGORY 3 5
3502,CORPUS CHRISTI 31 1
3503,CORPUS CHRISTI 31 2
3504,CORPUS CHRISTI 31 3
3505,CORPUS CHRISTI 31 4
3506,INGLESIDE 4 1
3507,INGLESIDE 4 2
3508,INGLESIDE 4 3
3509,INGLESIDE 4 4
3510,INGLESIDE 4 5
3511,ARMSTRONG 2 1
3512,ARMSTRONG 2 2
3513,ARMSTRONG 2 3
3514,POINT COMFORT 6 1
3515,POINT COMFORT 6 2
3516,POINT COMFORT 6 3
3517,POINT COMFORT 6 4
3518,ARMSTRONG 3 1
3519,ARMSTRONG 3 2
3520,ARMSTRONG 3 3
3521,PORTLAND 3 1
3522,PORTLAND 3 2
3523,PORTLAND 3 3
3524,RIVIERA 5 1
3525,RIVIERA 5 2
3526,TAFT 3 1
3527,TAFT 3 2
3528,TAFT 3 3
3529,RIVIERA 6 1
3530,RIVIERA 6 2
3531,RIVIERA 6 3
3532,CORPUS CHRISTI 32 1
3533,CORPUS CHRISTI 32 2
3534,BISHOP 5 1
3535,BISHOP 5 2
3536,BISHOP 5 3
3537,ARMSTRONG 4 1
3538,ARMSTRONG 4 2
3539,CORPUS CHRISTI 33 1
3540,CORPUS CHRISTI 33 2
3541,CORPUS CHRISTI 33 3
3542,POINT COMFORT 7 1
3543,POINT COMFORT 7 2
3544,POINT COMFORT 7 3
3545,POINT COMFORT 7 4
3546,BLOOMINGTON 5 1
3547,BLOOMINGTON 5 2
3548,BLOOMINGTON 5 3
3549,MATHIS 4 1
3550,MATHIS 4 2
3551,MATHIS 4 3
3552,GREGORY 4 1
3553,GREGORY 4 2
3554,LINDSAY 1 1
3555,WHITESBORO 1 1
3556,COLLINSVILLE 1 1
3557,GAINESVILLE 1 1
3558,VALLEY VIEW 1 1
3559,THACKERVILLE 1 1
3560,LINDSAY 2 1
3561,SANGER 3 1
3562,WHITESBORO 2 1
3563,MUENSTER 7 1
3564,PILOT POINT 1 1
3565,CAMPBELL 1 1
3566,TERRELL 1 1
3567,CELESTE 1 1
3568,COMMERCE 1 1
3569,CELESTE 2 1
3570,CADDO MILLS 1 1
3571,GREENVILLE 1 1
3572,CUMBY 1 1
3573,LADONIA 1 1
3574,COMMERCE 2 1
3575,CADDO MILLS 2 1
3576,QUINLAN 1 1
3577,QUINLAN 2 1
3578,ROYSE CITY 1 1
3579,TERRELL 2 1
3580,LONE OAK 1 1
3581,QUINLAN 3 1
3582,LONE OAK 2 1
3583,WILLS POINT 1 1
3584,TERRELL 3 1
3585,KAUFMAN 7 1
3586,LONE OAK 3 1
3587,WILLS POINT 2 1
3588,DENISON 1 1
3589,TOM BEAN 1 1
3590,SOUTHMAYD 1 1
3591,RAVENNA 1 1
3592,BONHAM 1 1
3593,RANDOLPH 1 1
3594,WHITEWRIGHT 1 1
3595,SADLER 1 1
3596,SADLER 2 1
3597,GORDONVILLE 1 1
3598,CARTWRIGHT 1 1
3599,BELLS 1 1
3600,RAVENNA 2 1
3601,TELEPHONE 1 1
3602,COLLINSVILLE 2 1
3603,COLLINSVILLE 3 1
3604,TIOGA 1 1
3605,HOWE 1 1
3606,SHERMAN 1 1
3607,BELLS 2 1
3608,ECTOR 1 1
3609,VAN ALSTYNE 1 1
3610,TRENTON 1 1
3611,BAILEY 1 1
3612,WINDOM 1 1
3613,WOLFE CITY 1 1
3614,CELESTE 3 1
3615,KEMP 5 1
3616,BONHAM 2 1
3617,DENISON 2 1
3618,BONHAM 3 1
3619,KEMP 6 1
3620,COLBERT 1 1
3621,BEN FRANKLIN 1 1
3622,SUMNER 1 1
3623,POWDERLY 1 1
3624,HONEY GROVE 1 1
3625,PARIS 1 1
3626,PARIS 2 1
3627,KLONDIKE 1 1
3628,POWDERLY 2 1
3629,TELEPHONE 2 1
3630,PECAN GAP 1 1
3631,BROOKSTON 1 1
3632,ROXTON 1 1
3633,SUMNER 2 1
3634,SANGER 4 1
3635,SANGER 4 2
3636,SANGER 5 1
3637,CARROLLTON 9 1
3638,THE COLONY 1 1
3639,ADDISON 9 1
3640,ADDISON 9 2
3641,ADDISON 10 1
3642,ADDISON 10 2
3643,ADDISON 11 1
3644,THE COLONY 2 1
3645,ADDISON 12 1
3646,ADDISON 12 2
3647,CARROLLTON 10 1
3648,ADDISON 13 1
3649,CARROLLTON 11 1
3650,CARROLLTON 11 2
3651,CARROLLTON 11 3
3652,CARROLLTON 11 4
3653,ADDISON 14 1
3654,ADDISON 14 2
3655,ADDISON 15 1
3656,ADDISON 15 2
3657,ADDISON 16 1
3658,THE COLONY 3 1
3659,CARROLLTON 12 1
3660,CARROLLTON 12 2
3661,PROSPER 1 1
3662,MCKINNEY 1 1
3663,MCKINNEY 2 1
3664,MCKINNEY 3 1
3665,PLANO 1 1
3666,MCKINNEY 4 1
3667,MCKINNEY 4 2
3668,MCKINNEY 5 1
3669,MCKINNEY 6 1
3670,PROSPER 2 1
3671,PROSPER 3 1
3672,PROSPER 3 2
3673,PROSPER 3 3
3674,MCKINNEY 7 1
3675,PROSPER 4 1
3676,PROSPER 5 1
3677,CELINA 1 1
3678,MCKINNEY 8 1
3679,MCKINNEY 8 2
3680,PROSPER 6 1
3681,PROSPER 6 2
3682,MCKINNEY 9 1
3683,ALLEN 1 1
3684,MCKINNEY 10 1
3685,MCKINNEY 11 1
3686,MCKINNEY 11 2
3687,MCKINNEY 12 1
3688,PLANO 2 1
3689,CELINA 2 1
3690,CELINA 3 1
3691,CELINA 3 2
3692,AUBREY 1 1
3693,PILOT POINT 2 1
3694,PILOT POINT 3 1
3695,AUBREY 2 1
3696,PROSPER 7 1
3697,AUBREY 3 1
3698,LITTLE ELM 1 1
3699,LITTLE ELM 1 2
3700,PROSPER 8 1
3701,ROYSE CITY 2 1
3702,ROYSE CITY 2 2
3703,ROCKWALL 1 1
3704,ROCKWALL 1 2
3705,ROYSE CITY 3 1
3706,FATE 1 1
3707,LAVON 1 1
3708,LAVON 2 1
3709,LAVON 2 2
3710,ROCKWALL 2 1
3711,NEVADA 1 1
3712,LAVON 3 1
3713,FATE 2 1
3714,FATE 3 1
3715,ROYSE CITY 4 1
3716,TERRELL 4 1
3717,ROCKWALL 3 1
3718,ROCKWALL 4 1
3719,ROCKWALL 5 1
3720,GARLAND 6 1
3721,WYLIE 1 1
3722,WYLIE 1 2
3723,WYLIE 1 3
3724,SACHSE 1 1
3725,SACHSE 2 1
3726,ROWLETT 1 1
3727,ROWLETT 1 2
3728,ROWLETT 2 1
3729,SACHSE 3 1
3730,ROWLETT 3 1
3731,ROWLETT 3 2
3732,WYLIE 2 1
3733,SACHSE 4 1
3734,SACHSE 4 2
3735,WYLIE 3 1
3736,GARLAND 7 1
3737,GARLAND 7 2
3738,SACHSE 5 1
3739,ALLEN 2 1
3740,ALLEN 3 1
3741,ALLEN 3 2
3742,ALLEN 4 1
3743,SACHSE 6 1
3744,SACHSE 6 2
3745,ALLEN 5 1
3746,ALLEN 6 1
3747,ALLEN 6 2
3748,ALLEN 6 3
3749,ALLEN 6 4
3750,ALLEN 7 1
3751,ALLEN 7 2
3752,ALLEN 8 1
3753,ALLEN 9 1
3754,WYLIE 4 1
3755,PLANO 3 1
3756,PLANO 3 2
3757,ALLEN 10 1
3758,ALLEN 10 2
3759,PLANO 4 1
3760,PLANO 4 2
3761,FRISCO 1 1
3762,FRISCO 1 2
3763,FRISCO 2 1
3764,FRISCO 2 2
3765,FRISCO 3 1
3766,THE COLONY 4 1
3767,FRISCO 4 1
3768,PROSPER 9 1
3769,LITTLE ELM 2 1
3770,THE COLONY 5 1
3771,FRISCO 5 1
3772,FRISCO 5 2
3773,FRISCO 5 3
3774,FRISCO 6 1
3775,FRISCO 7 1
3776,FRISCO 7 2
3777,FRISCO 8 1
3778,CARROLLTON 13 1
3779,ANNA 1 1
3780,ANNA 1 2
3781,BLUE RIDGE 1 1
3782,CELINA 4 1
3783,MELISSA 1 1
3784,ANNA 2 1
3785,MELISSA 2 1
3786,BLUE RIDGE 2 1
3787,BLUE RIDGE 3 1
3788,MELISSA 3 1
3789,MELISSA 3 2
3790,LEWISVILLE 1 1
3791,LEWISVILLE 1 2
3792,LAKE DALLAS 1 1
3793,LAKE DALLAS 2 1
3794,LEWISVILLE 2 1
3795,PLANO 5 1
3796,PLANO 5 2
3797,PLANO 6 1
3798,PLANO 7 1
3799,PLANO 8 1
3800,PLANO 8 2
3801,PLANO 9 1
3802,PLANO 9 2
3803,PLANO 10 1
3804,PLANO 11 1
3805,PLANO 12 1
3806,PLANO 12 2
3807,PLANO 13 1
3808,RICHARDSON 2 1
3809,PLANO 14 1
3810,PLANO 15 1
3811,PLANO 15 2
3812,PLANO 15 3
3813,PLANO 15 4
3814,PLANO 16 1
3815,PLANO 17 1
3816,PLANO 18 1
3817,PLANO 19 1
3818,PLANO 20 1
3819,PLANO 21 1
3820,PLANO 22 1
3821,PLANO 23 1
3822,PLANO 23 2
3823,PLANO 24 1
3824,PLANO 25 1
3825,PLANO 26 1
3826,RICHARDSON 3 1
3827,RICHARDSON 4 1
3828,RICHARDSON 5 1
3829,RICHARDSON 6 1
3830,RICHARDSON 6 2
3831,GARLAND 8 1
3832,RICHARDSON 7 1
3833,GARLAND 9 1
3834,RICHARDSON 8 1
3835,RICHARDSON 8 2
3836,GARLAND 10 1
3837,GARLAND 11 1
3838,RICHARDSON 9 1
3839,RICHARDSON 10 1
3840,RICHARDSON 11 1
3841,RICHARDSON 12 1
3842,RICHARDSON 13 1
3843,RICHARDSON 14 1
3844,RICHARDSON 15 1
3845,RICHARDSON 15 2
3846,RICHARDSON 15 3
3847,RICHARDSON 15 4
3848,GARLAND 12 1
3849,GARLAND 13 1
3850,GARLAND 13 2
3851,RICHARDSON 16 1
3852,RICHARDSON 16 2
3853,RICHARDSON 17 1
3854,RICHARDSON 17 2
3855,RICHARDSON 18 1
3856,RICHARDSON 18 2
3857,RICHARDSON 19 1
3858,RICHARDSON 20 1
3859,PRINCETON 1 1
3860,PRINCETON 1 2
3861,NEVADA 2 1
3862,FARMERSVILLE 1 1
3863,FARMERSVILLE 1 2
3864,PRINCETON 2 1
3865,FARMERSVILLE 2 1
3866,FARMERSVILLE 3 1
3867,LAVON 4 1
3868,JOSEPHINE 1 1
3869,PRINCETON 3 1
3870,ADDISON 17 1
3871,ADDISON 17 2
3872,ADDISON 17 3
3873,ADDISON 17 4
3874,ADDISON 18 1
3875,ADDISON 18 2
3876,ADDISON 19 1
3877,ADDISON 20 1
3878,GARLAND 14 1
3879,GARLAND 15 1
3880,GARLAND 16 1
3881,GARLAND 17 1
3882,GARLAND 18 1
3883,GARLAND 19 1
3884,SUNNYVALE 3 1
3885,SUNNYVALE 3 2
3886,GARLAND 20 1
3887,GARLAND 20 2
3888,GARLAND 21 1
3889,GARLAND 22 1
3890,GARLAND 23 1
3891,GARLAND 24 1
3892,GARLAND 24 2
3893,GARLAND 25 1
3894,GARLAND 26 1
3895,GARLAND 27 1
3896,GARLAND 28 1
3897,ROWLETT 4 1
3898,GARLAND 29 1
3899,GARLAND 30 1
3900,GARLAND 31 1
3901,GARLAND 32 1
3902,GARLAND 33 1
3903,GARLAND 34 1
3904,GARLAND 35 1
3905,GARLAND 36 1
3906,ROWLETT 5 1
3907,GARLAND 37 1
3908,ROWLETT 6 1
3909,GARLAND 38 1
3910,ROWLETT 7 1
3911,GARLAND 39 1
3912,GARLAND 39 2
3913,GARLAND 39 3
3914,GARLAND 39 4
3915,GARLAND 40 1
3916,GARLAND 41 1
3917,GARLAND 42 1
3918,GARLAND 43 1
3919,MESQUITE 34 1
3920,ROWLETT 8 1
3921,GARLAND 44 1
3922,ROWLETT 9 1
3923,GARLAND 45 1
3924,GARLAND 46 1
3925,GARLAND 47 1
3926,GARLAND 48 1
3927,GARLAND 49 1
3928,GARLAND 50 1
3929,GARLAND 51 1
3930,GARLAND 52 1
3931,GARLAND 53 1
3932,GARLAND 54 1
3933,GARLAND 55 1
