,F_BUS,T_BUS,BR_R,BR_X,BR_B,RATE_A,RATE_B,RATE_C,TAP,SHIFT,BR_STATUS,ANGMIN,ANGMAX,PF,QF,PT,QT,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX
7375,220227,220228,0.0,0.01,0.0,130.0,130.0,130.0,1,0,1,0,0,-64.87,-28.39,64.87,28.86,0,0,0,0
7376,220227,220246,0.00218,0.01417,0.00338,275.0,275.0,275.0,0,0,1,0,0,59.53,8.45,-59.45,-8.34,0,0,0,0
7377,220229,220230,0.00141,0.04489,0.0,358.2,358.2,358.2,1,0,1,0,0,-102.08,-7.56,102.22,11.96,0,0,0,0
7378,220231,220232,0.00251,0.06844,0.0,213.6,213.6,213.6,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
7379,220233,220234,0.00106,0.03279,0.0,367.5,367.5,367.5,1,0,1,0,0,-129.23,-4.52,129.39,9.59,0,0,0,0
7380,220235,220236,0.00178,0.05003,0.0,302.2,302.2,302.2,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
7381,220235,220244,0.00205,0.01092,0.00669,310.1,310.1,310.1,0,0,1,0,0,-14.59,0.7,14.6,-1.39,0,0,0,0
7382,220238,220240,0.00452,0.12355,0.0,62.1,62.1,62.1,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
7383,220238,220240,0.0,0.01,0.0,239.0,239.0,239.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
7384,220238,220241,0.0013,0.04804,0.0,301.7,301.7,301.7,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
7385,220238,220241,0.0,0.01,0.0,65.0,65.0,65.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
7386,220239,220240,0.0,0.01,0.0,75.0,75.0,75.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
7387,220242,220243,0.00152,0.05209,0.0,192.9,192.9,192.9,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
7388,220244,220245,0.00119,0.03797,0.0,388.5,388.5,388.5,1,0,1,0,0,-156.72,-3.47,157.0,12.18,0,0,0,0
7389,220246,220247,0.00143,0.03941,0.0,299.7,299.7,299.7,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
7390,220249,220248,0.00046,0.02518,0.0,207.1,207.1,207.1,1,0,1,0,0,14.1,-3.1,-14.1,3.15,0,0,0,0
7391,220248,220250,0.00044,0.02955,0.0,511.7,511.7,511.7,1,0,1,0,0,-215.47,-0.25,215.66,13.01,0,0,0,0
7392,220252,220253,0.00066,0.02318,0.0,354.4,354.4,354.4,1,0,1,0,0,-25.86,7.14,25.86,-6.98,0,0,0,0
7393,220252,220253,0.0,0.01,0.0,130.0,130.0,130.0,1,0,1,0,0,-60.4,14.84,60.4,-14.48,0,0,0,0
7394,220255,220256,0.00117,0.03557,0.0,352.9,352.9,352.9,1,0,1,0,0,-19.08,-5.88,19.08,6.01,0,0,0,0
7395,220255,220256,0.0,0.01,0.0,130.0,130.0,130.0,1,0,1,0,0,-67.18,-23.15,67.18,23.62,0,0,0,0
7396,230001,230002,0.0011,0.00568,0.00099,246.5,246.5,246.5,0,0,1,0,0,-47.21,6.47,47.23,-6.46,0,0,0,0
7397,230034,230002,0.00231,0.01289,0.02075,254.1,254.1,254.1,0,0,1,0,0,96.6,-14.13,-96.4,13.02,0,0,0,0
7398,230067,230002,0.00153,0.00927,0.00331,232.5,232.5,232.5,0,0,1,0,0,-49.11,6.43,49.15,-6.57,0,0,0,0
7399,230003,230035,0.00952,0.05191,0.01157,227.1,227.1,227.1,0,0,1,0,0,33.54,-1.88,-33.44,1.17,0,0,0,0
7400,230003,270043,0.00612,0.02536,0.03075,229.9,229.9,229.9,0,0,1,0,0,-36.63,1.2,36.7,-4.21,0,0,0,0
7401,230004,230005,0.00414,0.02061,0.00896,223.6,223.6,223.6,0,0,1,0,0,-34.27,4.39,34.31,-5.13,0,0,0,0
7402,230006,230004,0.00414,0.02564,0.0148,263.6,263.6,263.6,0,0,1,0,0,60.12,-7.91,-59.98,7.19,0,0,0,0
7403,230004,230008,0.00722,0.02572,0.00819,264.8,264.8,264.8,0,0,1,0,0,92.52,-11.96,-91.94,13.15,0,0,0,0
7404,230005,230067,0.00269,0.01857,0.03527,223.1,223.1,223.1,0,0,1,0,0,-37.77,4.6,37.81,-8.16,0,0,0,0
7405,230292,230006,0.00201,0.01163,0.00628,264.6,264.6,264.6,0,0,1,0,0,62.46,-7.49,-62.38,7.23,0,0,0,0
7406,230007,270047,0.01049,0.06072,0.03653,280.2,280.2,280.2,0,0,1,0,0,-142.63,31.33,144.74,-23.02,0,0,0,0
7407,230008,230033,0.00518,0.02656,0.01658,264.0,264.0,264.0,0,0,1,0,0,90.21,-13.53,-89.81,13.81,0,0,0,0
7408,230009,230030,0.00756,0.04403,0.12235,281.4,281.4,281.4,0,0,1,0,0,101.93,-14.3,-101.2,5.36,0,0,0,0
7409,270045,230009,0.00302,0.02139,0.03669,241.9,241.9,241.9,0,0,1,0,0,61.2,-7.48,-61.09,4.26,0,0,0,0
7410,230009,270046,0.00396,0.02608,0.01259,271.0,271.0,271.0,0,0,1,0,0,-41.77,9.74,41.84,-10.65,0,0,0,0
7411,230010,230031,0.00637,0.03491,0.00765,245.2,245.2,245.2,0,0,1,0,0,36.35,-5.69,-36.27,5.3,0,0,0,0
7412,230036,230010,0.00269,0.0188,0.01308,249.0,249.0,249.0,0,0,1,0,0,40.55,-5.31,-40.51,4.19,0,0,0,0
7413,230011,230014,0.01498,0.09879,0.04523,213.6,213.6,213.6,0,0,1,0,0,-27.49,-2.09,27.6,-2.09,0,0,0,0
7414,230011,230015,0.0064,0.03675,0.02455,280.1,280.1,280.1,0,0,1,0,0,-119.69,18.46,120.57,-16.07,0,0,0,0
7415,230011,230018,0.00488,0.0302,0.02374,264.4,264.4,264.4,0,0,1,0,0,84.71,-15.45,-84.37,14.98,0,0,0,0
7416,230011,230027,0.01443,0.05897,0.0177,272.3,272.3,272.3,0,0,1,0,0,132.37,-13.2,-130.0,21.02,0,0,0,0
7417,230011,230076,0.00881,0.04833,0.03393,262.2,262.2,262.2,0,0,1,0,0,-78.89,10.11,79.42,-10.9,0,0,0,0
7418,230013,230012,0.00533,0.03552,0.00819,245.1,245.1,245.1,0,0,1,0,0,25.96,0.28,-25.93,-0.95,0,0,0,0
7419,230014,230012,0.00363,0.02285,0.00537,232.9,232.9,232.9,0,0,1,0,0,-16.62,0.71,16.63,-1.23,0,0,0,0
7420,230013,230123,0.0024,0.01525,0.10439,265.2,265.2,265.2,0,0,1,0,0,-26.37,-1.2,26.39,-10.04,0,0,0,0
7421,230014,230240,0.00856,0.04727,0.03301,244.6,244.6,244.6,0,0,1,0,0,38.74,13.42,-38.6,-16.2,0,0,0,0
7422,230017,230016,0.00553,0.01779,0.01165,246.5,246.5,246.5,0,0,1,0,0,-2.71,10.36,2.72,-11.58,0,0,0,0
7423,230016,230024,0.0042,0.02574,0.01086,243.5,243.5,243.5,0,0,1,0,0,-38.87,6.9,38.93,-7.68,0,0,0,0
7424,230016,230074,0.00559,0.0246,0.01179,275.8,275.8,275.8,0,0,1,0,0,26.05,1.9,-26.01,-3.0,0,0,0,0
7425,230044,230017,0.00364,0.02193,0.01032,254.7,254.7,254.7,0,0,1,0,0,-39.76,5.71,39.81,-6.48,0,0,0,0
7426,230017,230141,0.00576,0.03265,0.01234,238.9,238.9,238.9,0,0,1,0,0,-42.1,-5.0,42.2,4.22,0,0,0,0
7427,230018,230228,0.00487,0.03438,0.01142,260.5,260.5,260.5,0,0,1,0,0,76.87,-16.18,-76.59,16.91,0,0,0,0
7428,230020,230019,0.00441,0.02222,0.0132,287.3,287.3,287.3,0,0,1,0,0,111.38,-16.96,-110.86,18.18,0,0,0,0
7429,230019,230021,0.00643,0.03207,0.01524,240.0,240.0,240.0,0,0,1,0,0,47.17,-1.6,-47.04,0.65,0,0,0,0
7430,230019,230070,0.00401,0.0257,0.02044,244.9,244.9,244.9,0,0,1,0,0,55.69,-18.38,-55.56,17.01,0,0,0,0
7431,230020,230023,0.0095,0.0463,0.02498,274.3,274.3,274.3,0,0,1,0,0,52.52,-9.16,-52.27,7.71,0,0,0,0
7432,230020,230076,0.00666,0.03338,0.00746,315.2,315.2,315.2,0,0,1,0,0,-167.97,24.99,169.77,-16.78,0,0,0,0
7433,230021,230026,0.0055,0.04151,0.01871,236.7,236.7,236.7,0,0,1,0,0,40.94,-2.6,-40.85,1.27,0,0,0,0
7434,230035,230022,0.00336,0.0196,0.01414,228.3,228.3,228.3,0,0,1,0,0,-32.81,5.03,32.85,-6.35,0,0,0,0
7435,230022,230070,0.00282,0.01537,0.01515,232.7,232.7,232.7,0,0,1,0,0,-36.92,20.84,36.96,-22.21,0,0,0,0
7436,230023,230024,0.00923,0.05566,0.04352,245.4,245.4,245.4,0,0,1,0,0,43.17,-10.72,-43.0,7.08,0,0,0,0
7437,230025,230026,0.00517,0.02676,0.00787,231.4,231.4,231.4,0,0,1,0,0,-35.09,2.7,35.15,-3.22,0,0,0,0
7438,230027,230025,0.0006,0.00474,0.00679,270.1,270.1,270.1,0,0,1,0,0,122.5,-22.52,-122.41,22.5,0,0,0,0
7439,230025,230058,0.00393,0.02271,0.04715,278.3,278.3,278.3,0,0,1,0,0,157.42,-25.21,-156.48,25.66,0,0,0,0
7440,230028,230035,0.00663,0.03874,0.0568,244.4,244.4,244.4,0,0,1,0,0,-63.82,2.33,64.07,-6.95,0,0,0,0
7441,230059,230028,0.00635,0.03624,0.01997,240.2,240.2,240.2,0,0,1,0,0,-56.92,3.48,57.12,-4.51,0,0,0,0
7442,230030,230029,0.0014,0.00724,0.00437,266.6,266.6,266.6,0,0,1,0,0,100.44,-5.58,-100.31,5.8,0,0,0,0
7443,230029,230077,0.00126,0.00633,0.01397,264.9,264.9,264.9,0,0,1,0,0,95.31,-6.4,-95.21,5.44,0,0,0,0
7444,230031,230124,0.0059,0.03797,0.02433,240.6,240.6,240.6,0,0,1,0,0,31.57,-6.43,-31.51,4.16,0,0,0,0
7445,230033,230041,0.0035,0.0182,0.01608,270.9,270.9,270.9,0,0,1,0,0,66.14,12.89,-65.99,-13.82,0,0,0,0
7446,230033,230062,0.00516,0.02829,0.01712,271.8,271.8,271.8,0,0,1,0,0,-43.62,-13.73,43.72,12.44,0,0,0,0
7447,230033,230071,0.00104,0.00602,0.01601,272.4,272.4,272.4,0,0,1,0,0,63.68,-13.18,-63.64,11.7,0,0,0,0
7448,230075,230036,0.00301,0.02078,0.01072,249.6,249.6,249.6,0,0,1,0,0,42.0,-5.74,-41.95,4.93,0,0,0,0
7449,230037,230040,0.0025,0.01495,0.01782,258.4,258.4,258.4,0,0,1,0,0,-74.45,-9.29,74.58,8.15,0,0,0,0
7450,230037,230061,0.00868,0.05557,0.02371,259.8,259.8,259.8,0,0,1,0,0,-86.84,17.84,87.48,-16.29,0,0,0,0
7451,230038,230050,0.00484,0.02573,0.03422,321.6,321.6,321.6,0,0,1,0,0,-152.44,10.2,153.53,-7.94,0,0,0,0
7452,230038,230050,0.00484,0.02573,0.03422,321.6,321.6,321.6,0,0,1,0,0,-152.44,10.2,153.53,-7.94,0,0,0,0
7453,230054,230038,0.00204,0.0143,0.0158,318.9,318.9,318.9,0,0,1,0,0,-149.82,11.97,150.27,-10.47,0,0,0,0
7454,230054,230038,0.00204,0.0143,0.0158,318.9,318.9,318.9,0,0,1,0,0,-149.82,11.97,150.27,-10.47,0,0,0,0
7455,230040,230057,0.00515,0.02565,0.03314,262.0,262.0,262.0,0,0,1,0,0,-68.0,26.12,68.26,-28.4,0,0,0,0
7456,230040,230066,0.00223,0.01237,0.0118,243.3,243.3,243.3,0,0,1,0,0,-15.67,28.82,15.7,-29.96,0,0,0,0
7457,230042,230056,0.00502,0.0229,0.02012,269.9,269.9,269.9,0,0,1,0,0,-71.91,-8.3,72.16,7.3,0,0,0,0
7458,230042,230064,0.00484,0.03178,0.0121,267.6,267.6,267.6,0,0,1,0,0,66.51,6.87,-66.31,-6.79,0,0,0,0
7459,230043,230047,0.00256,0.01493,0.04593,276.5,276.5,276.5,0,0,1,0,0,53.53,-22.48,-53.45,18.03,0,0,0,0
7460,230043,230069,0.00269,0.01268,0.00516,278.6,278.6,278.6,0,0,1,0,0,-61.53,21.28,61.64,-21.33,0,0,0,0
7461,230045,230044,0.00363,0.0194,0.00673,250.8,250.8,250.8,0,0,1,0,0,-34.32,6.79,34.36,-7.29,0,0,0,0
7462,230045,230095,0.00689,0.02873,0.02778,251.0,251.0,251.0,0,0,1,0,0,31.31,-7.69,-31.24,4.98,0,0,0,0
7463,230047,230046,0.00169,0.00788,0.05228,275.3,275.3,275.3,0,0,1,0,0,51.5,-18.71,-51.45,13.33,0,0,0,0
7464,230048,230046,0.00179,0.01203,0.01198,294.1,294.1,294.1,0,0,1,0,0,-89.43,12.24,89.56,-12.61,0,0,0,0
7465,230046,230089,0.00522,0.03031,0.0351,250.7,250.7,250.7,0,0,1,0,0,-42.09,-1.54,42.18,-1.72,0,0,0,0
7466,230111,230048,0.00374,0.01677,0.00808,293.8,293.8,293.8,0,0,1,0,0,-86.3,13.41,86.57,-13.07,0,0,0,0
7467,230050,230049,0.00287,0.01809,0.00676,321.9,321.9,321.9,0,0,1,0,0,-156.68,6.89,157.36,-3.33,0,0,0,0
7468,230050,230049,0.00287,0.01809,0.00676,321.9,321.9,321.9,0,0,1,0,0,-156.68,6.89,157.36,-3.33,0,0,0,0
7469,230069,230049,0.00442,0.02188,0.01025,325.9,325.9,325.9,0,0,1,0,0,160.42,1.43,-159.35,2.77,0,0,0,0
7470,230069,230049,0.00442,0.02188,0.01025,325.9,325.9,325.9,0,0,1,0,0,160.42,1.43,-159.35,2.77,0,0,0,0
7471,230051,230052,0.00422,0.02666,0.02478,276.5,276.5,276.5,0,0,1,0,0,5.46,-11.85,-5.46,9.33,0,0,0,0
7472,230054,230051,0.00207,0.01438,0.00896,317.7,317.7,317.7,0,0,1,0,0,148.32,-12.46,-147.88,14.63,0,0,0,0
7473,230054,230051,0.00207,0.01438,0.00896,317.7,317.7,317.7,0,0,1,0,0,148.32,-12.46,-147.88,14.63,0,0,0,0
7474,230052,230078,0.00258,0.01376,0.00639,283.0,283.0,283.0,0,0,1,0,0,1.21,-10.76,-1.2,10.12,0,0,0,0
7475,230053,230063,0.00251,0.01733,0.04041,278.4,278.4,278.4,0,0,1,0,0,-87.13,40.95,87.35,-43.62,0,0,0,0
7476,230056,230055,0.0023,0.0129,0.04021,287.1,287.1,287.1,0,0,1,0,0,-107.54,18.58,107.8,-21.41,0,0,0,0
7477,230055,230074,0.00598,0.03515,0.00713,289.7,289.7,289.7,0,0,1,0,0,-113.8,19.53,114.55,-15.88,0,0,0,0
7478,230066,230056,0.00587,0.0251,0.01238,255.4,255.4,255.4,0,0,1,0,0,-29.5,25.98,29.58,-26.94,0,0,0,0
7479,230059,230057,0.00359,0.02042,0.02715,263.8,263.8,263.8,0,0,1,0,0,72.89,-29.92,-72.68,28.18,0,0,0,0
7480,230059,230058,0.00311,0.02081,0.03285,257.0,257.0,257.0,0,0,1,0,0,29.49,20.44,-29.45,-23.66,0,0,0,0
7481,230059,230060,0.0066,0.03521,0.00968,245.6,245.6,245.6,0,0,1,0,0,-47.86,5.31,48.01,-5.58,0,0,0,0
7482,230060,230071,0.00197,0.01165,0.01637,247.2,247.2,247.2,0,0,1,0,0,-49.89,5.05,49.93,-6.53,0,0,0,0
7483,230061,230071,0.00366,0.0205,0.02815,261.1,261.1,261.1,0,0,1,0,0,-88.97,15.99,89.25,-17.43,0,0,0,0
7484,230063,230073,0.00196,0.0093,0.00798,286.0,286.0,286.0,0,0,1,0,0,-105.15,37.22,105.39,-36.94,0,0,0,0
7485,230069,230068,0.00042,0.02962,0.0,494.3,494.3,494.3,1,0,1,0,0,-264.19,9.2,264.47,10.23,0,0,0,0
7486,230069,230068,0.00042,0.02962,0.0,494.3,494.3,494.3,1,0,1,0,0,-264.19,9.2,264.47,10.23,0,0,0,0
7487,230068,230072,0.003,0.03,0.4,1100.0,1100.0,1100.0,0,0,1,0,0,535.12,-38.68,-527.06,76.44,0,0,0,0
7488,230068,230263,0.00124,0.01588,0.26415,1300.0,1194.1,1194.1,0,0,1,0,0,-1064.06,111.55,1077.39,30.78,0,0,0,0
7489,230074,230069,0.00089,0.00559,0.00163,306.2,306.2,306.2,0,0,1,0,0,-97.74,17.38,97.82,-17.03,0,0,0,0
7490,230071,230077,0.00078,0.00642,0.00286,263.1,263.1,263.1,0,0,1,0,0,-90.64,7.06,90.71,-6.87,0,0,0,0
7491,230073,230072,0.00037,0.03129,0.0,407.6,407.6,407.6,1,0,1,0,0,-218.19,-40.04,218.36,54.86,0,0,0,0
7492,230078,230073,0.00157,0.00794,0.0032,286.6,286.6,286.6,0,0,1,0,0,-8.8,-12.3,8.8,11.98,0,0,0,0
7493,230079,230095,0.00536,0.02679,0.02785,253.5,253.5,253.5,0,0,1,0,0,-27.66,2.49,27.7,-5.28,0,0,0,0
7494,230107,230079,0.00372,0.02286,0.01757,292.5,292.5,292.5,0,0,1,0,0,33.11,-5.18,-33.07,3.54,0,0,0,0
7495,230111,230079,0.00199,0.01002,0.07015,321.6,321.6,321.6,0,0,1,0,0,-135.96,12.15,136.31,-17.9,0,0,0,0
7496,230111,230079,0.00199,0.01002,0.07015,321.6,321.6,321.6,0,0,1,0,0,-135.96,12.15,136.31,-17.9,0,0,0,0
7497,230079,230212,0.00273,0.01608,0.00767,317.3,317.3,317.3,0,0,1,0,0,-106.73,14.66,107.03,-13.74,0,0,0,0
7498,230079,230212,0.00273,0.01608,0.00767,317.3,317.3,317.3,0,0,1,0,0,-106.73,14.66,107.03,-13.74,0,0,0,0
7499,230081,230080,0.00038,0.023,0.0,492.3,492.3,492.3,1,0,1,0,0,-84.62,7.41,84.64,-5.88,0,0,0,0
7500,230081,230080,0.00038,0.023,0.0,492.3,492.3,492.3,1,0,1,0,0,-84.62,7.41,84.64,-5.88,0,0,0,0
7501,230283,230080,0.00069,0.00824,0.11876,1206.1,1206.1,1206.1,0,0,1,0,0,169.47,-22.39,-169.29,11.75,0,0,0,0
7502,230081,230088,0.00558,0.04011,0.11629,263.6,263.6,263.6,0,0,1,0,0,68.37,-17.96,-68.13,7.11,0,0,0,0
7503,230081,230090,0.00407,0.02694,0.01576,263.0,263.0,263.0,0,0,1,0,0,-4.71,4.67,4.71,-6.37,0,0,0,0
7504,230081,230092,0.0057,0.0235,0.04452,276.8,276.8,276.8,0,0,1,0,0,103.84,-14.96,-103.27,12.52,0,0,0,0
7505,230109,230081,0.00671,0.04142,0.00985,285.6,285.6,285.6,0,0,1,0,0,-10.0,-4.11,10.0,3.09,0,0,0,0
7506,230205,230081,0.00748,0.03289,0.018,269.0,269.0,269.0,0,0,1,0,0,-70.96,12.72,71.32,-13.08,0,0,0,0
7507,230081,230230,0.00709,0.03681,0.01476,284.1,284.1,284.1,0,0,1,0,0,-84.1,22.07,84.59,-21.09,0,0,0,0
7508,230082,230099,0.00355,0.0259,0.03125,236.9,236.9,236.9,0,0,1,0,0,-18.79,-4.36,18.8,1.07,0,0,0,0
7509,230082,230204,0.00392,0.02071,0.0114,229.1,229.1,229.1,0,0,1,0,0,5.09,-1.79,-5.09,0.57,0,0,0,0
7510,230099,230083,0.00617,0.02944,0.00787,218.5,218.5,218.5,0,0,1,0,0,5.2,0.59,-5.2,-1.43,0,0,0,0
7511,230084,230110,0.0051,0.03002,0.00564,230.0,230.0,230.0,0,0,1,0,0,11.72,-7.17,-11.71,6.62,0,0,0,0
7512,230084,230223,0.00648,0.03566,0.01644,247.3,247.3,247.3,0,0,1,0,0,-18.52,-8.68,18.54,7.05,0,0,0,0
7513,230237,230084,0.00345,0.0196,0.0073,271.2,271.2,271.2,0,0,1,0,0,88.33,-11.25,-88.08,11.92,0,0,0,0
7514,230085,230105,0.00431,0.02235,0.03419,293.8,293.8,293.8,0,0,1,0,0,97.81,-12.29,-97.42,10.63,0,0,0,0
7515,230085,230106,0.00328,0.02099,0.10795,299.4,299.4,299.4,0,0,1,0,0,-91.36,5.94,91.62,-15.89,0,0,0,0
7516,230085,230256,0.00652,0.02983,0.01578,291.0,291.0,291.0,0,0,1,0,0,-25.54,-0.45,25.58,-1.06,0,0,0,0
7517,230093,230086,0.00857,0.04106,0.01613,296.7,296.7,296.7,0,0,1,0,0,178.99,-17.56,-176.41,28.19,0,0,0,0
7518,230086,230097,0.00568,0.03088,0.01288,294.1,294.1,294.1,0,0,1,0,0,170.51,-30.14,-168.91,37.48,0,0,0,0
7519,230087,230115,0.01332,0.06034,0.03449,226.5,226.5,226.5,0,0,1,0,0,-1.99,-0.02,1.99,-3.75,0,0,0,0
7520,230087,250068,0.01235,0.08449,0.21499,218.1,218.1,218.1,0,0,1,0,0,-8.21,-2.54,8.23,-20.72,0,0,0,0
7521,230088,230113,0.00416,0.0218,0.02955,260.4,260.4,260.4,0,0,1,0,0,62.43,-7.79,-62.28,5.37,0,0,0,0
7522,230133,230089,0.00288,0.01817,0.01368,252.6,252.6,252.6,0,0,1,0,0,44.03,-2.49,-43.98,1.34,0,0,0,0
7523,230090,230091,0.00518,0.02628,0.03092,238.8,238.8,238.8,0,0,1,0,0,-2.85,3.4,2.86,-6.73,0,0,0,0
7524,230090,230128,0.01402,0.07959,0.02851,213.0,213.0,213.0,0,0,1,0,0,-7.66,1.02,7.67,-4.05,0,0,0,0
7525,230110,230091,0.00486,0.03361,0.01663,237.3,237.3,237.3,0,0,1,0,0,4.81,-7.9,-4.81,6.13,0,0,0,0
7526,230092,230106,0.00679,0.0364,0.01294,273.6,273.6,273.6,0,0,1,0,0,96.47,-12.9,-95.87,14.69,0,0,0,0
7527,230093,230109,0.00444,0.02344,0.14471,272.0,272.0,272.0,0,0,1,0,0,-6.3,-19.28,6.31,3.73,0,0,0,0
7528,230093,230224,0.00549,0.02887,0.05866,296.6,296.6,296.6,0,0,1,0,0,-179.49,34.44,181.21,-31.7,0,0,0,0
7529,230104,230094,0.00563,0.03235,0.0166,265.1,265.1,265.1,0,0,1,0,0,-63.02,12.16,63.24,-12.72,0,0,0,0
7530,230205,230094,0.00383,0.01969,0.02571,268.2,268.2,268.2,0,0,1,0,0,69.31,-13.32,-69.14,11.44,0,0,0,0
7531,230097,230096,0.00551,0.02659,0.01041,269.7,269.7,269.7,0,0,1,0,0,92.73,-47.71,-92.17,49.3,0,0,0,0
7532,230098,230108,0.00404,0.02518,0.00489,269.0,269.0,269.0,0,0,1,0,0,17.28,-1.58,-17.27,1.12,0,0,0,0
7533,230098,230200,0.00715,0.03565,0.04544,271.5,271.5,271.5,0,0,1,0,0,-20.22,1.13,20.25,-5.94,0,0,0,0
7534,230099,230114,0.00535,0.03549,0.02096,247.9,247.9,247.9,0,0,1,0,0,-27.8,-2.94,27.84,0.92,0,0,0,0
7535,230144,230100,0.00504,0.02799,0.03217,244.3,244.3,244.3,0,0,1,0,0,7.71,-2.12,-7.7,-1.36,0,0,0,0
7536,230100,230202,0.00441,0.02512,0.00658,245.1,245.1,245.1,0,0,1,0,0,-11.06,-1.0,11.06,0.32,0,0,0,0
7537,230203,230100,0.00472,0.02933,0.00645,248.0,248.0,248.0,0,0,1,0,0,-14.5,-2.1,14.51,1.46,0,0,0,0
7538,230129,230101,0.00598,0.0293,0.00763,165.4,165.4,165.4,0,0,1,0,0,-6.24,1.01,6.24,-1.82,0,0,0,0
7539,230101,230274,0.01421,0.06259,0.0208,190.8,190.8,190.8,0,0,1,0,0,-11.34,0.47,11.36,-2.63,0,0,0,0
7540,230203,230102,0.00572,0.03197,0.0164,246.8,246.8,246.8,0,0,1,0,0,13.12,1.65,-13.11,-3.37,0,0,0,0
7541,230204,230102,0.00308,0.01964,0.01524,243.7,243.7,243.7,0,0,1,0,0,-6.91,-3.36,6.91,1.72,0,0,0,0
7542,230103,230112,0.00368,0.02251,0.02151,183.9,183.9,183.9,0,0,1,0,0,-1.39,-7.8,1.39,5.47,0,0,0,0
7543,230252,230104,0.00107,0.00608,0.02393,263.9,263.9,263.9,0,0,1,0,0,-61.5,9.93,61.54,-12.31,0,0,0,0
7544,230254,230105,0.00169,0.01332,0.00439,293.6,293.6,293.6,0,0,1,0,0,-96.37,11.63,96.52,-10.93,0,0,0,0
7545,230107,230235,0.00808,0.04224,0.0158,293.8,293.8,293.8,0,0,1,0,0,-38.51,3.83,38.63,-4.93,0,0,0,0
7546,230108,230171,0.0037,0.02269,0.04848,258.2,258.2,258.2,0,0,1,0,0,1.08,-1.9,-1.08,-3.37,0,0,0,0
7547,230108,230202,0.00342,0.02204,0.01061,248.5,248.5,248.5,0,0,1,0,0,13.33,-0.12,-13.32,-1.0,0,0,0,0
7548,230112,230115,0.00474,0.02836,0.01664,197.5,197.5,197.5,0,0,1,0,0,-1.96,-5.66,1.96,3.85,0,0,0,0
7549,230251,230113,0.0029,0.01457,0.00586,258.9,258.9,258.9,0,0,1,0,0,-60.23,5.45,60.33,-5.59,0,0,0,0
7550,230171,230114,0.0055,0.03099,0.0124,257.0,257.0,257.0,0,0,1,0,0,-1.71,2.77,1.71,-4.11,0,0,0,0
7551,230114,230183,0.00424,0.01936,0.01843,244.6,244.6,244.6,0,0,1,0,0,-31.35,2.59,31.39,-4.41,0,0,0,0
7552,230253,230115,0.00216,0.01322,0.04966,260.2,260.2,260.2,0,0,1,0,0,5.53,-5.09,-5.53,-0.33,0,0,0,0
7553,230212,230116,0.00109,0.00438,0.0018,319.2,319.2,319.2,0,0,1,0,0,-114.93,12.92,115.07,-12.57,0,0,0,0
7554,230212,230116,0.00109,0.00438,0.0018,319.2,319.2,319.2,0,0,1,0,0,-114.93,12.92,115.07,-12.57,0,0,0,0
7555,230235,230116,0.00024,0.00129,0.00081,328.9,328.9,328.9,0,0,1,0,0,123.65,-9.72,-123.62,9.82,0,0,0,0
7556,230235,230116,0.00024,0.00129,0.00081,328.9,328.9,328.9,0,0,1,0,0,123.65,-9.72,-123.62,9.82,0,0,0,0
7557,230117,230125,0.00505,0.02801,0.0358,260.3,260.3,260.3,0,0,1,0,0,-23.2,-1.88,23.23,-1.86,0,0,0,0
7558,230213,230117,0.00269,0.01768,0.0059,232.7,232.7,232.7,0,0,1,0,0,58.82,0.03,-58.73,-0.1,0,0,0,0
7559,230117,230222,0.00399,0.02913,0.0427,267.3,267.3,267.3,0,0,1,0,0,77.86,1.76,-77.64,-4.73,0,0,0,0
7560,230118,230139,0.00651,0.03803,0.01064,219.1,219.1,219.1,0,0,1,0,0,-38.67,6.94,38.76,-7.53,0,0,0,0
7561,230148,230118,0.00741,0.04343,0.01934,192.6,192.6,192.6,0,0,1,0,0,-32.59,7.49,32.67,-9.12,0,0,0,0
7562,230124,230119,0.01011,0.04491,0.01366,233.9,233.9,233.9,0,0,1,0,0,46.19,-6.98,-45.98,6.41,0,0,0,0
7563,230139,230119,0.00266,0.0098,0.00503,222.1,222.1,222.1,0,0,1,0,0,-40.64,7.0,40.68,-7.39,0,0,0,0
7564,230120,230121,0.00504,0.02569,0.02085,253.2,253.2,253.2,0,0,1,0,0,21.72,-10.33,-21.69,8.22,0,0,0,0
7565,230218,230120,0.00171,0.01086,0.00317,254.7,254.7,254.7,0,0,1,0,0,22.96,-10.38,-22.95,10.1,0,0,0,0
7566,230121,230124,0.00479,0.02873,0.02386,249.2,249.2,249.2,0,0,1,0,0,18.15,-8.67,-18.14,6.2,0,0,0,0
7567,230122,230142,0.00261,0.01958,0.00994,267.5,267.5,267.5,0,0,1,0,0,-89.73,7.79,89.93,-7.4,0,0,0,0
