bus_name,BUS_I,BUS_TYPE,PD,QD,GS,BS,BUS_AREA,VM,VA,BASE_KV,ZONE,VMAX,VMIN,LAM_P,LAM_Q,MU_VMAX,MU_VMIN
MIDKIFF 2 1,220051,1,1.12,0.3,0,0.0,1,1.0425713,26.585532,138.0,1,1.1,0.9,27.42,0.0,0,0
NOTREES 3 1,220052,1,0.35,0.11,0,0.0,1,1.0334568,24.817604,138.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 3 1,220053,1,0.03,0.01,0,0.0,1,1.028049,27.035734,138.0,1,1.1,0.9,27.42,0.0,0,0
NOTREES 4 1,220054,1,5.29,1.2,0,0.0,1,1.0296094,26.333866,138.0,1,1.1,0.9,27.42,0.0,0,0
GOLDSMITH 2 1,220055,1,0.69,0.08,0,0.0,1,1.0220935,33.363858,138.0,1,1.1,0.9,27.43,0.0,0,0
MIDLAND 5 1,220056,1,0.71,0.2,0,0.0,1,1.0340754,22.384275,138.0,1,1.1,0.9,27.42,0.0,0,0
FORSAN 1 1,220057,1,0.49,0.12,0,0.0,1,1.0405468,29.336552,138.0,1,1.1,0.9,27.42,0.0,0,0
COAHOMA 3 1,220058,1,0.61,0.19,0,0.0,1,1.0358669,26.396558,138.0,1,1.1,0.9,27.42,0.0,0,0
COAHOMA 4 1,220059,1,2.86,0.45,0,0.0,1,1.031697,26.349696,138.0,1,1.1,0.9,27.42,0.0,0,0
TARZAN 1 1,220060,1,30.3,1.05,0,0.0,1,1.0313425,23.151708,138.0,1,1.1,0.9,27.42,0.0,0,0
LAMESA 1 1,220061,1,82.1,25.8,0,2.0,1,1.0341148,24.375384,138.0,1,1.1,0.9,27.42,0.0,0,0
STANTON 2 1,220062,1,29.1,9.1,0,0.0,1,1.0319969,26.385984,138.0,1,1.1,0.9,27.42,0.0,0,0
ACKERLY 1 1,220063,1,85.0,37.35,0,0.0,1,1.0303084,24.305886,138.0,1,1.1,0.9,27.42,0.0,0,0
FORSAN 2 1,220064,1,5.4,1.2,0,0.0,1,1.0392864,28.642311,138.0,1,1.1,0.9,27.42,0.0,0,0
IRA 4 1,220065,1,0.0,0.0,0,0.0,3,1.0393117,25.507029,138.0,1,1.1,0.9,27.41,0.0,0,0
GARDEN CITY 1 1,220066,1,0.56,0.12,0,0.0,1,1.0441147,28.885309,138.0,1,1.1,0.9,27.42,0.0,0,0
ANDREWS 1 1,220067,1,67.64,21.98,0,0.0,1,1.0254729,26.646659,138.0,1,1.1,0.9,27.42,0.0,0,0
MONAHANS 1 1,220068,1,37.01,2.03,0,9.8,1,1.0347505,24.009561,138.0,1,1.1,0.9,27.42,0.0,0,0
TARZAN 2 1,220069,1,0.0,0.0,0,0.0,1,1.0266266,24.019045,138.0,1,1.1,0.9,27.42,0.0,0,0
KERMIT 1 1,220070,1,21.8,5.7,0,0.0,1,1.0351353,38.176809,138.0,1,1.1,0.9,27.43,0.0,0,0
BARSTOW 1 1,220071,1,5.0,1.28,0,0.0,1,1.0430933,42.384566,138.0,1,1.1,0.9,27.43,0.0,0,0
CRANE 1 1,220072,1,17.7,4.8,0,0.0,1,1.0367716,37.367203,138.0,1,1.1,0.9,27.43,0.0,0,0
GARDEN CITY 2 1,220073,1,0.0,0.0,0,0.0,1,1.0437936,27.903014,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDKIFF 3 1,220074,1,0.0,0.0,0,0.0,1,1.0346069,36.315541,138.0,1,1.1,0.9,27.43,0.0,0,0
RANKIN 1 1,220075,1,10.8,3.61,0,0.0,1,1.0278387,31.990471,138.0,1,1.1,0.9,27.43,0.0,0,0
ANDREWS 2 1,220076,1,0.0,0.0,0,0.0,1,1.0288976,31.618306,138.0,1,1.1,0.9,27.42,0.0,0,0
MENTONE 1 1,220077,1,0.96,0.22,0,0.0,1,1.0405238,41.049658,138.0,1,1.1,0.9,27.43,0.0,0,0
GRANDFALLS 1 1,220078,1,3.46,0.53,0,0.0,1,1.0447066,42.699285,138.0,1,1.1,0.9,27.43,0.0,0,0
ODESSA 4 1,220079,1,18.9,6.0,0,0.0,1,1.0269079,25.440576,138.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 5 1,220080,1,26.3,9.2,0,0.0,1,1.0266499,26.516256,138.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 6 1,220081,1,96.9,55.3,0,0.0,1,1.0275898,25.931311,138.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 7 1,220082,1,29.3,9.2,0,0.0,1,1.032814,29.078261,138.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 8 1,220083,1,28.6,9.6,0,0.0,1,1.0338802,25.700831,138.0,1,1.1,0.9,27.42,0.0,0,0
GARDENDALE 3 1,220084,1,6.8,1.13,0,0.0,1,1.0297095,23.750253,138.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 9 1,220085,1,20.6,4.9,0,0.0,1,1.0350658,25.415704,138.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 10 1,220086,1,2.86,0.83,0,0.0,1,1.028675,27.253921,138.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 11 1,220087,1,31.1,6.8,0,0.0,1,1.0267953,25.509185,138.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 12 1,220088,1,186.9,46.8,0,0.0,1,1.0251576,27.044142,138.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 13 1,220089,1,22.6,7.9,0,23.57,1,1.0337802,28.980842,138.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 14 1,220090,1,15.9,3.8,0,120.0,1,1.0378718,25.627149,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 6 1,220091,1,12.9,2.49,0,0.0,1,1.0344169,25.30342,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 7 1,220092,1,11.3,3.24,0,0.0,1,1.0315465,21.964417,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 8 1,220093,1,22.8,3.76,0,0.0,1,1.0345867,21.945876,138.0,1,1.1,0.9,27.42,0.0,0,0
GARDENDALE 4 1,220094,1,82.08,29.65,0,0.0,1,1.0270335,22.945621,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 9 1,220095,1,3.89,0.9,0,0.0,1,1.0335327,22.298462,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 10 1,220096,1,25.5,4.16,0,0.0,1,1.0318122,23.6131,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 11 1,220097,1,81.0,18.46,0,76.3,1,1.0343277,24.339646,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 12 1,220098,1,19.3,4.16,0,0.0,1,1.0325564,25.405722,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 13 1,220099,1,0.0,0.0,0,0.0,1,1.0378732,31.095484,345.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 13 2,220100,1,122.4,51.41,0,0.0,1,1.0321118,26.21424,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 14 1,220101,1,88.3,18.4,0,90.0,1,1.0404608,21.406703,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 15 1,220102,1,17.2,5.3,0,0.0,1,1.0301519,22.94026,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 16 1,220103,1,18.0,3.98,0,0.0,1,1.0296804,22.46095,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 17 1,220104,1,9.8,2.34,0,0.0,1,1.0300749,22.795984,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 18 1,220105,1,9.0,3.01,0,0.0,1,1.0311851,21.894886,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 19 1,220106,1,13.3,1.8,0,0.0,1,1.0313237,21.890157,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 20 1,220107,1,5.7,2.03,0,0.0,1,1.0310773,23.859154,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 21 1,220108,1,19.2,8.33,0,0.0,1,1.0343613,25.299492,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 22 1,220109,1,23.9,2.18,0,36.8,1,1.0336054,22.311944,138.0,1,1.1,0.9,27.42,0.0,0,0
MIDLAND 23 1,220110,1,146.9,38.39,0,0.0,1,1.0296781,22.332748,138.0,1,1.1,0.9,27.42,0.0,0,0
BIG SPRING 4 1,220111,1,21.4,2.86,0,0.0,1,1.0311688,26.640278,138.0,1,1.1,0.9,27.42,0.0,0,0
BIG SPRING 5 1,220112,1,79.1,25.55,0,0.0,1,1.0288263,26.534045,138.0,1,1.1,0.9,27.42,0.0,0,0
BIG SPRING 6 1,220113,1,17.0,3.76,0,0.0,1,1.0285787,26.653635,138.0,1,1.1,0.9,27.42,0.0,0,0
BIG SPRING 7 1,220114,1,6.8,2.49,0,0.0,1,1.0320476,26.675634,138.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 15 1,220115,1,12.2,4.25,0,0.0,1,1.0308903,25.121107,138.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 16 1,220116,1,15.3,2.56,0,0.0,1,1.0305805,25.114947,138.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 17 1,220117,1,16.8,5.3,0,0.0,1,1.0292898,25.160887,138.0,1,1.1,0.9,27.42,0.0,0,0
GOLDSMITH 3 1,220118,1,1.24,0.15,0,0.0,1,1.0345016,25.253115,138.0,1,1.1,0.9,27.42,0.0,0,0
WICKETT 1 1,220119,1,0.0,0.0,0,-46.58,1,1.0395531,38.631561,345.0,1,1.1,0.9,27.43,0.0,0,0
WICKETT 1 2,220120,1,0.0,0.0,0,0.0,1,1.0411524,41.525362,138.0,1,1.1,0.9,27.43,0.0,0,0
WICKETT 1 3,220121,1,0.0,0.0,0,0.0,1,1.0395227,39.168953,18.0,1,1.1,0.9,27.43,0.0,0,0
WICKETT 1 4,220122,1,0.0,0.0,0,0.0,1,1.0395227,39.168953,1.0,1,1.1,0.9,27.43,0.0,0,0
WICKETT 1 5,220123,2,0.0,0.0,0,0.0,1,1.04,39.155521,13.8,1,1.1,0.9,27.43,0.0,0,0
WICKETT 1 6,220124,2,0.0,0.0,0,0.0,1,1.04,39.558155,13.8,1,1.1,0.9,27.43,0.0,0,0
WICKETT 1 7,220125,2,0.0,0.0,0,0.0,1,1.04,40.043697,13.8,1,1.1,0.9,27.43,0.0,0,0
WICKETT 1 8,220126,2,0.0,0.0,0,0.0,1,1.04,39.49794,20.0,1,1.1,0.9,27.43,0.0,0,0
WICKETT 1 9,220127,2,0.0,0.0,0,0.0,1,1.04,39.518839,24.0,1,1.1,0.9,27.43,0.0,0,0
BIG SPRING 8 1,220128,1,0.0,0.0,0,0.0,1,1.0437571,29.121013,345.0,1,1.1,0.9,27.42,0.0,0,0
BIG SPRING 8 2,220129,1,75.2,47.8,0,0.0,1,1.02607,26.61625,138.0,1,1.1,0.9,27.42,0.0,0,0
BIG SPRING 8 3,220130,1,0.0,0.0,0,0.0,1,1.03944,28.517371,13.8,1,1.1,0.9,27.42,0.0,0,0
BIG SPRING 8 4,220131,1,0.0,0.0,0,0.0,1,1.03944,28.517371,1.0,1,1.1,0.9,27.42,0.0,0,0
BIG SPRING 8 5,220132,2,0.0,0.0,0,0.0,1,1.04,30.501202,13.8,1,1.1,0.9,27.42,0.0,0,0
BIG SPRING 8 6,220133,2,0.0,0.0,0,0.0,1,1.04,30.288643,20.0,1,1.1,0.9,27.42,0.0,0,0
BIG SPRING 8 7,220134,2,0.0,0.0,0,0.0,1,1.04,29.862194,13.8,1,1.1,0.9,27.42,0.0,0,0
BIG SPRING 9 1,220135,1,76.1,54.8,0,0.0,1,1.02684,27.107519,138.0,1,1.1,0.9,27.42,0.0,0,0
BIG SPRING 9 2,220136,2,0.0,0.0,0,0.0,1,1.02684,27.107519,13.8,1,1.1,0.9,27.42,0.0,0,0
IRAAN 2 1,220137,1,0.0,0.0,0,0.0,1,1.0233583,36.916041,138.0,1,1.1,0.9,27.43,0.0,0,0
IRAAN 2 2,220138,1,0.0,0.0,0,0.0,1,1.0233583,36.916041,13.8,1,1.1,0.9,27.43,0.0,0,0
IRAAN 2 3,220139,1,0.0,0.0,0,0.0,1,1.0233583,36.916041,13.8,1,1.1,0.9,27.43,0.0,0,0
IRAAN 2 4,220140,1,0.0,0.0,0,0.0,1,1.0233583,36.916041,1.0,1,1.1,0.9,27.43,0.0,0,0
ODESSA 18 1,220141,1,77.0,53.1,0,8.91,1,1.04,33.287792,345.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 18 2,220142,2,0.0,0.0,0,0.0,1,1.0546123,35.744881,22.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 18 3,220143,2,0.0,0.0,0,0.0,1,1.0502633,34.955062,13.8,1,1.1,0.9,27.42,0.0,0,0
ODESSA 18 4,220144,2,0.0,0.0,0,0.0,1,1.04,35.096601,24.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 18 5,220145,2,0.0,0.0,0,0.0,1,1.04,34.954592,13.8,1,1.1,0.9,27.42,0.0,0,0
ODESSA 18 6,220146,2,0.0,0.0,0,0.0,1,1.04,34.287314,22.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 18 7,220147,2,0.0,0.0,0,0.0,1,1.04,35.033209,13.8,1,1.1,0.9,27.42,0.0,0,0
MC CAMEY 2 1,220148,1,99.8,21.3,0,0.0,1,1.0369999,38.644609,138.0,1,1.1,0.9,27.43,0.0,0,0
MC CAMEY 2 2,220149,2,0.0,0.0,0,0.0,1,1.0401493,42.380379,18.0,1,1.1,0.9,27.43,0.0,0,0
IRAAN 3 1,220150,1,147.7,48.7,0,0.0,1,1.0308744,37.505582,138.0,1,1.1,0.9,27.43,0.0,0,0
IRAAN 3 2,220151,2,0.0,0.0,0,0.0,1,1.04,38.696862,13.8,1,1.1,0.9,27.43,0.0,0,0
IMPERIAL 1 1,220152,1,0.0,0.0,0,0.0,1,1.0350796,40.314342,138.0,1,1.1,0.9,27.43,0.0,0,0
IMPERIAL 1 2,220153,2,0.0,0.0,0,0.0,1,1.04,42.044057,13.8,1,1.1,0.9,27.43,0.0,0,0
IMPERIAL 2 1,220154,1,0.0,0.0,0,0.0,1,1.040409,38.194166,345.0,1,1.1,0.9,27.43,0.0,0,0
IMPERIAL 2 2,220155,1,0.0,0.0,0,0.0,1,1.0349348,40.236323,138.0,1,1.1,0.9,27.43,0.0,0,0
IMPERIAL 2 3,220156,2,0.0,0.0,0,0.0,1,1.04,39.551333,13.8,1,1.1,0.9,27.43,0.0,0,0
IRAAN 4 1,220157,1,0.0,0.0,0,0.0,1,1.0406394,36.714029,345.0,1,1.1,0.9,27.43,0.0,0,0
IRAAN 4 2,220158,1,0.0,0.0,0,0.0,1,1.0327828,37.058953,138.0,1,1.1,0.9,27.43,0.0,0,0
IRAAN 4 3,220159,2,0.0,0.0,0,0.0,1,1.04,39.019484,13.8,1,1.1,0.9,27.43,0.0,0,0
ODESSA 19 1,220160,1,0.0,0.0,0,0.0,1,1.0396866,33.145387,345.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 19 2,220161,1,78.7,46.9,0,0.0,1,1.0329974,29.898025,138.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 19 3,220162,2,0.0,0.0,0,0.0,1,1.04,34.938174,13.8,1,1.1,0.9,27.42,0.0,0,0
ODESSA 19 4,220163,2,0.0,0.0,0,0.0,1,1.04,35.066879,13.8,1,1.1,0.9,27.42,0.0,0,0
ODESSA 19 5,220164,2,0.0,0.0,0,0.0,1,1.04,34.264242,13.8,1,1.1,0.9,27.42,0.0,0,0
ODESSA 19 6,220165,2,0.0,0.0,0,0.0,1,1.04,33.784224,20.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 19 7,220166,2,0.0,0.0,0,0.0,1,1.04,33.588746,22.0,1,1.1,0.9,27.42,0.0,0,0
ODESSA 19 8,220167,2,0.0,0.0,0,0.0,1,1.04,34.41414,13.8,1,1.1,0.9,27.42,0.0,0,0
FORSAN 3 1,220168,1,61.9,6.2,0,0.0,1,1.0384764,27.041608,138.0,1,1.1,0.9,27.42,0.0,0,0
FORSAN 3 2,220169,2,0.0,0.0,0,0.0,1,1.04,29.530593,13.2,1,1.1,0.9,27.42,0.0,0,0
FORSAN 4 1,220170,1,0.0,0.0,0,0.0,1,1.0400165,27.990105,138.0,1,1.1,0.9,27.42,0.0,0,0
FORSAN 4 2,220171,2,0.0,0.0,0,0.0,1,1.04,29.572497,13.8,1,1.1,0.9,27.42,0.0,0,0
LENORAH 1 1,220172,1,0.0,0.0,0,0.0,1,1.0411517,29.477359,345.0,1,1.1,0.9,27.42,0.0,0,0
LENORAH 1 2,220173,1,75.2,18.6,0,0.0,1,1.0352099,27.246341,138.0,1,1.1,0.9,27.42,0.0,0,0
LENORAH 1 3,220174,2,0.0,0.0,0,0.0,1,1.0268442,32.1057,13.8,1,1.1,0.9,27.42,0.0,0,0
BIG SPRING 10 1,220175,1,0.0,0.0,0,0.0,1,1.0302247,26.712955,138.0,1,1.1,0.9,27.42,0.0,0,0
BIG SPRING 10 2,220176,2,0.0,0.0,0,0.0,1,1.04,28.264753,22.0,1,1.1,0.9,27.42,0.0,0,0
IRAAN 5 1,220177,1,0.0,0.0,0,0.0,1,1.0409665,43.240189,138.0,1,1.1,0.9,27.44,0.0,0,0
IRAAN 5 2,220178,2,0.0,0.0,0,0.0,1,1.04,46.134454,13.8,1,1.1,0.9,27.44,0.0,0,0
FORSAN 5 1,220179,1,0.0,0.0,0,0.0,1,1.0429407,29.08363,345.0,1,1.1,0.9,27.42,0.0,0,0
FORSAN 5 2,220180,1,0.0,0.0,0,0.0,1,1.0372925,28.475764,138.0,1,1.1,0.9,27.42,0.0,0,0
FORSAN 5 3,220181,2,0.0,0.0,0,0.0,1,1.04,30.743506,13.8,1,1.1,0.9,27.42,0.0,0,0
FORSAN 6 1,220182,1,0.0,0.0,0,0.0,1,1.0390778,29.17048,138.0,1,1.1,0.9,27.42,0.0,0,0
FORSAN 6 2,220183,2,0.0,0.0,0,0.0,1,1.04,31.149822,13.8,1,1.1,0.9,27.42,0.0,0,0
FORSAN 7 1,220184,1,0.0,0.0,0,0.0,1,1.0427654,28.518923,345.0,1,1.1,0.9,27.42,0.0,0,0
FORSAN 7 2,220185,1,62.8,15.9,0,0.0,1,1.038763,27.444417,138.0,1,1.1,0.9,27.42,0.0,0,0
FORSAN 7 3,220186,2,0.0,0.0,0,0.0,1,1.04,30.275307,13.8,1,1.1,0.9,27.42,0.0,0,0
FORSAN 8 1,220187,1,0.0,0.0,0,0.0,1,1.0343467,28.241686,138.0,1,1.1,0.9,27.42,0.0,0,0
FORSAN 8 2,220188,2,0.0,0.0,0,0.0,1,1.0343467,28.241686,13.8,1,1.1,0.9,27.42,0.0,0,0
GOLDSMITH 4 1,220189,1,0.0,0.0,0,-18.87,1,1.0355868,36.211229,345.0,1,1.1,0.9,27.43,0.0,0,0
GOLDSMITH 4 2,220190,1,141.5,83.2,0,0.0,1,1.0195342,33.895351,138.0,1,1.1,0.9,27.43,0.0,0,0
GOLDSMITH 4 3,220191,2,0.0,0.0,0,0.0,1,1.04,37.325622,13.8,1,1.1,0.9,27.43,0.0,0,0
GOLDSMITH 4 4,220192,2,0.0,0.0,0,0.0,1,1.0355868,36.211229,18.0,1,1.1,0.9,27.43,0.0,0,0
FORT STOCKTON 3 1,220194,1,0.0,0.0,0,0.0,1,1.0401924,44.104803,138.0,1,1.1,0.9,27.44,0.0,0,0
FORT STOCKTON 3 2,220195,2,0.0,0.0,0,0.0,1,1.04,44.664443,18.0,1,1.1,0.9,27.44,0.0,0,0
GOLDSMITH 5 1,220197,1,0.0,0.0,0,0.0,1,1.0396069,26.533332,138.0,1,1.1,0.9,27.42,0.0,0,0
GOLDSMITH 5 2,220198,2,0.0,0.0,0,0.0,1,1.0396069,26.533332,13.8,1,1.1,0.9,27.42,0.0,0,0
GOLDSMITH 5 3,220199,2,0.0,0.0,0,0.0,1,1.04,27.103017,13.8,1,1.1,0.9,27.42,0.0,0,0
PRESIDIO 4 1,220200,1,0.0,0.0,0,0.0,1,1.087499,35.602445,138.0,1,1.1,0.9,27.43,0.01,0,0
PRESIDIO 4 2,220201,2,0.0,0.0,0,0.0,1,1.087499,35.602445,13.8,1,1.1,0.9,27.43,0.01,0,0
SARAGOSA 1 1,220202,1,0.0,0.0,0,0.0,1,1.0448796,43.889251,138.0,1,1.1,0.9,27.44,0.0,0,0
SARAGOSA 1 2,220203,2,0.0,0.0,0,0.0,1,1.0448796,43.889251,13.8,1,1.1,0.9,27.44,0.0,0,0
MC CAMEY 3 1,220204,1,0.0,0.0,0,0.0,1,1.0409097,37.558013,345.0,1,1.1,0.9,27.43,0.0,0,0
MC CAMEY 3 2,220205,1,82.3,5.3,0,0.0,1,1.0348207,38.289576,138.0,1,1.1,0.9,27.43,0.0,0,0
MC CAMEY 3 3,220206,2,0.0,0.0,0,0.0,1,1.04,39.62693,13.8,1,1.1,0.9,27.43,0.0,0,0
ACKERLY 2 1,220208,1,0.0,0.0,0,0.0,1,1.039252,26.129257,138.0,1,1.1,0.9,27.42,0.0,0,0
ACKERLY 2 2,220209,2,0.0,0.0,0,0.0,1,1.04,26.860433,13.8,1,1.1,0.9,27.42,0.0,0,0
GARDEN CITY 3 1,220210,1,0.0,0.0,0,0.0,1,1.0435425,29.646387,345.0,1,1.1,0.9,27.42,0.0,0,0
GARDEN CITY 3 2,220211,1,0.0,0.0,0,0.0,1,1.0430437,29.930904,138.0,1,1.1,0.9,27.42,0.0,0,0
GARDEN CITY 3 3,220212,1,0.0,0.0,0,0.0,1,1.0434108,29.711654,13.8,1,1.1,0.9,27.42,0.0,0,0
GARDEN CITY 3 4,220213,1,0.0,0.0,0,0.0,1,1.0434108,29.711654,1.0,1,1.1,0.9,27.42,0.0,0,0
GARDEN CITY 3 5,220214,2,0.0,0.0,0,0.0,1,1.04,32.160633,18.0,1,1.1,0.9,27.42,0.0,0,0
GARDEN CITY 4 1,220215,1,6.9,0.98,0,0.0,1,1.043,30.188038,138.0,1,1.1,0.9,27.42,0.0,0,0
GARDEN CITY 4 2,220216,2,0.0,0.0,0,0.0,1,1.0419052,32.545207,18.0,1,1.1,0.9,27.42,0.0,0,0
SARAGOSA 2 1,220218,1,0.88,0.3,0,0.0,1,1.042656,44.83144,138.0,1,1.1,0.9,27.44,0.0,0,0
SARAGOSA 2 2,220219,2,0.0,0.0,0,0.0,1,1.04,45.41763,13.8,1,1.1,0.9,27.44,0.0,0,0
FORT STOCKTON 4 1,220221,1,0.38,0.07,0,0.0,1,1.033,45.041753,138.0,1,1.1,0.9,27.44,0.0,0,0
FORT STOCKTON 4 2,220222,2,0.0,0.0,0,0.0,1,1.0305778,45.535372,13.8,1,1.1,0.9,27.44,0.0,0,0
MC CAMEY 4 1,220223,1,0.0,0.0,0,0.0,1,1.0420746,38.405655,345.0,1,1.1,0.9,27.43,0.0,0,0
MC CAMEY 4 2,220224,1,0.0,0.0,0,0.0,1,1.0387137,38.298078,138.0,1,1.1,0.9,27.43,0.0,0,0
MC CAMEY 4 3,220225,2,0.0,0.0,0,0.0,1,1.04,40.444216,24.0,1,1.1,0.9,27.43,0.0,0,0
LAMESA 2 1,220227,1,0.0,0.0,0,0.0,1,1.0372439,24.737527,138.0,1,1.1,0.9,27.42,0.0,0,0
LAMESA 2 2,220228,2,0.0,0.0,0,0.0,1,1.04,25.082066,13.8,1,1.1,0.9,27.42,0.0,0,0
MC CAMEY 5 1,220229,1,0.0,0.0,0,0.0,1,1.0343882,38.430878,138.0,1,1.1,0.9,27.43,0.0,0,0
MC CAMEY 5 2,220230,2,0.0,0.0,0,0.0,1,1.04,40.866601,13.8,1,1.1,0.9,27.43,0.0,0,0
PRESIDIO 5 1,220231,1,0.0,0.0,0,-4.8,1,1.0841802,36.010504,138.0,1,1.1,0.9,27.43,0.01,0,0
PRESIDIO 5 2,220232,1,0.0,0.0,0,0.0,1,1.0841802,36.010504,13.8,1,1.1,0.9,27.43,0.01,0,0
MC CAMEY 6 1,220233,1,0.0,0.0,0,-7.1,1,1.04,41.951052,138.0,1,1.1,0.9,27.44,0.0,0,0
MC CAMEY 6 2,220234,2,0.0,0.0,0,0.0,1,1.0435377,44.186188,13.8,1,1.1,0.9,27.44,0.0,0,0
MC CAMEY 7 1,220235,1,0.0,0.0,0,0.0,1,1.0351596,38.352287,138.0,1,1.1,0.9,27.43,0.0,0,0
MC CAMEY 7 2,220236,2,0.0,0.0,0,0.0,1,1.0351596,38.352287,13.8,1,1.1,0.9,27.43,0.0,0,0
MARATHON 2 1,220238,1,0.74,0.24,0,0.0,1,1.0650226,35.071949,138.0,1,1.1,0.9,27.43,0.01,0,0
MARATHON 2 2,220239,1,0.0,0.0,0,0.0,1,1.0650226,35.071949,13.8,1,1.1,0.9,27.43,0.01,0,0
MARATHON 2 3,220240,1,0.0,0.0,0,0.0,1,1.0650226,35.071949,1.0,1,1.1,0.9,27.43,0.01,0,0
MARATHON 2 4,220241,2,0.0,0.0,0,0.0,1,1.0650226,35.071949,13.8,1,1.1,0.9,27.43,0.01,0,0
BIG SPRING 11 1,220242,1,0.0,0.0,0,0.0,1,1.0335379,26.639761,138.0,1,1.1,0.9,27.42,0.0,0,0
BIG SPRING 11 2,220243,1,0.0,0.0,0,0.0,1,1.0335379,26.639761,18.0,1,1.1,0.9,27.42,0.0,0,0
MC CAMEY 8 1,220244,1,0.0,0.0,0,0.0,1,1.0353382,38.438633,138.0,1,1.1,0.9,27.43,0.0,0,0
MC CAMEY 8 2,220245,2,0.0,0.0,0,0.0,1,1.04,41.60459,13.8,1,1.1,0.9,27.43,0.0,0,0
LAMESA 3 1,220246,1,15.7,5.3,0,0.0,1,1.0348438,24.297316,138.0,1,1.1,0.9,27.42,0.0,0,0
LAMESA 3 2,220247,2,0.0,0.0,0,0.0,1,1.0348438,24.297316,13.8,1,1.1,0.9,27.42,0.0,0,0
KERMIT 2 1,220248,1,0.0,0.0,0,-18.01,1,1.0372005,37.397497,345.0,1,1.1,0.9,27.43,0.0,0,0
KERMIT 2 2,220249,1,0.0,0.0,0,0.0,1,1.0365035,37.587513,138.0,1,1.1,0.9,27.43,0.0,0,0
KERMIT 2 3,220250,2,0.0,0.0,0,0.0,1,1.04,40.781326,13.8,1,1.1,0.9,27.43,0.0,0,0
PECOS 3 1,220252,1,0.0,0.0,0,0.0,1,1.0414084,44.046178,138.0,1,1.1,0.9,27.43,0.0,0,0
PECOS 3 2,220253,2,0.0,0.0,0,0.0,1,1.04,44.365722,20.0,1,1.1,0.9,27.43,0.0,0,0
ANDREWS 3 1,220255,1,0.0,0.0,0,0.0,1,1.0377492,29.383658,138.0,1,1.1,0.9,27.42,0.0,0,0
ANDREWS 3 2,220256,2,0.0,0.0,0,0.0,1,1.04,29.740296,18.0,1,1.1,0.9,27.42,0.0,0,0
SCHULENBURG 2 1,230001,1,6.2,1.95,0,0.0,6,1.0390716,-5.545228,138.0,1,1.1,0.9,27.45,0.01,0,0
SCHULENBURG 3 1,230002,1,0.02,0.01,0,0.0,6,1.0392182,-5.399144,138.0,1,1.1,0.9,27.45,0.01,0,0
OAKLAND 1 1,230003,1,3.09,0.68,0,0.0,6,1.0398588,-7.105776,138.0,1,1.1,0.9,27.45,0.02,0,0
WEIMAR 1 1,230004,1,1.73,0.38,0,0.0,6,1.0388146,-6.413087,138.0,1,1.1,0.9,27.45,0.01,0,0
WEIMAR 2 1,230005,1,3.46,0.53,0,0.0,6,1.0392364,-6.027542,138.0,1,1.1,0.9,27.45,0.01,0,0
